Name,SWIFT,Countries,Maximum Transaction History,GoCardless account selection,Pending Transactions,Private Accounts,Business Accounts,Corporate Accounts,Institution_id,Unique aspects of bank
Delavska Hranilnica,HDELSI22,SI,90,No,Yes,Yes,Yes,Yes,DELAVSKA_HRANILNICA_HDELSI22,"Only one account can be connected per one connection, for multiple accounts multiple requisitions should be created, for multiple accounts multiple requisitions should be created. 404 error expected if transaction list for the account is empty. "
Dettinger Bank,GENODES1DBE,DE,400,Yes,No,Yes,Yes,Yes,DETTINGER_BANK_GENODES1DBE,
Deutsche Bank,DEUTITMM,IT,365,No,Yes,Yes,Yes,Yes,DEUTSCHE_BANK_DEUTITMM,Only 1 active consent per PSU at the same time.
Deutsche Bank,DEUTDEFFXXX,DE,365,No,Yes,Yes,Yes,Yes,DEUTSCHE_BANK_DEUTDEFF,
Deutsche Bank,DEUTESBB,ES,365,No,Yes,Yes,Yes,Yes,DEUTSCHE_BANK_DEUTESBB,
Deutsche Bank,DEUTBEBE,BE,365,No,Yes,Yes,Yes,Yes,DEUTSCHE_BANK_DEUTBEBE,
Deutsche Bank,DEUTLULL,LU,365,No,Yes,Yes,Yes,Yes,DEUTSCHE_BANK_DEUTLULL,
Deutsche Bank Corporate,DEUTITMM,IT,365,No,Yes,Yes,Yes,Yes,DEUTSCHE_BANK_CORPORATE_DEUTITMM,Only 1 active consent per PSU at the same time.
Deutsche Bank Corporate,DEUTESBB,ES,365,No,Yes,Yes,Yes,Yes,DEUTSCHE_BANK_CORPORATE_DEUTESBB,
Deutsche Bundesbank,MARKDEFFXXX,DE,90,No,No,Yes,No,No,DEUTSCHE_BUNDESBANK_MARKDEF1,
Deutsche Kreditbank AG (DKB),BYLADEM1001,DE,365,Yes,Yes,Yes,Yes,Yes,DKB_BYLADEM1,After consent authorisation you have a timeframe of 10 minutes to fetch transactions older than 90 days
Deželna Banka Slovenije,SZKBSI20,SI,90,No,Yes,Yes,Yes,Yes,DEZELNA_BANKA_SLOVENIJE_SZKBSI20,"Only one account can be connected per one connection, for multiple accounts multiple requisitions should be created"
Die Zweite Wiener Vereins-Sparcasse,GIBAAT21XXX,AT,730,No,No,Yes,Yes,Yes,DIE_ZWEITE_WIENER_VEREINS_SPARCASSE_GIBAAT21XXX,
Dithmarscher Volks- und Raiffeisenbank,GENODEF1DVR,DE,400,Yes,No,Yes,Yes,Yes,DITHMARSCHER_VOLKS_UND_RAIFFEISENBANK_GENODEF1DVR,
Djurslands Bank,DJURDK22,DK,730,Yes,Yes,Yes,No,No,DJURSLANDS_DJURDK22,
Djurslands Bank Corporate,DJURDK22,DK,730,Yes,Yes,No,Yes,Yes,DJURSLANDS_CORP_DJURDK22,
Donau-Iller Bank,GENODES1EHI,DE,400,Yes,No,Yes,Yes,Yes,DONAU_ILLER_BANK_GENODES1EHI,
Donner Reuschel,CHDBDEHHXXX,DE,400,Yes,No,Yes,Yes,Yes,DONNER_REUSCHEL_CHDBDEHHXXX,
Dornbirner Sparkasse Bank AG,DOSPAT2DXXX,AT,730,No,No,Yes,Yes,Yes,DORNBIRNER_SPARKASSE_BANK_AG_DOSPAT2DXXX,
Dorothy Perkins card (Newday),NEWDUK00X08,GB,730,No,Yes,Yes,No,No,NEWDAY_DOROTHYPERKINS_NEWDUK00X08,
Dortmunder Volksbank,GENODEM1DOR,DE,400,Yes,No,Yes,Yes,Yes,DORTMUNDER_VOLKSBANK_GENODEM1DOR,
Dragsholm Sparekasse,DRAGDK21,DK,720,Yes,No,Yes,Yes,Yes,DRAGSHOLM_SPAREKASSE_DRAGDK21,
Drangedal og Tørdal Sparebank,DRANNO21,NO,720,Yes,No,Yes,Yes,Yes,DRANGEDAL_OG_TORDAL_SPAREBANK_DRANNO21,
EBS,EBSIIE2DSDD,IE,730,No,Yes,Yes,Yes,Yes,EBS_EBSIIE2DSDD,
EDEKABANK Hamburg,EDEKDEHHXXX,DE,400,Yes,No,Yes,Yes,Yes,EDEKABANK_HAMBURG_EDEKDEHHXXX,
EFG Bank,EFGBLULX,LU,730,Yes,Yes,Yes,Yes,Yes,EFG_EFGBLULX,
EVO Banco,EVOBESMM,ES,730,Yes,No,No,No,No,EVOBANCO_EVOBESMM,
East-West United Bank,EWUBLULL,LU,730,Yes,Yes,Yes,No,No,EWUB_EWUBLULL,
Ebury,EBPTGR21XXX,GR,180,Yes,No,Yes,No,Yes,EBURY_EBPTGR21XXX,
Ebury,EBURFRP1XXX,FR,180,Yes,No,Yes,No,Yes,EBURY_EBURFRP1XXX,
Ebury,EBPBBEB1XXX,BE DE,180,Yes,No,Yes,No,Yes,EBURY_EBPBBEB1XXX,
Ebury,EBPNPTP1XXX,PT,180,Yes,No,Yes,No,Yes,EBURY_EBPNPTP1XXX,
Ebury,EBURITM1XXX,IT,180,Yes,No,Yes,No,Yes,EBURY_EBURITM1XXX,
Ebury,EBURGB2LXXX,GB,180,Yes,No,No,Yes,Yes,EBURY_EBURGB2LXXX,
Ebury,EBURESM1XXX,ES,180,Yes,No,Yes,No,Yes,EBURY_EBURESM1XXX,
Ebury,EBURNL21XXX,NL,180,Yes,No,Yes,No,Yes,EBURY_EBURNL21XXX,
Ebury,EBPAPLP1XXX,PL,180,Yes,No,Yes,No,Yes,EBURY_EBPAPLP1XXX,
Echterdinger Bank,GENODES1ECH,DE,400,Yes,No,Yes,Yes,Yes,ECHTERDINGER_BANK_GENODES1ECH,
Eckernförder Bank Volksbank-Raiffeisenbank,GENODEF1EFO,DE,400,Yes,No,Yes,Yes,Yes,ECKERNFORDER_BANK_VOLKSBANK_RAIFFEISENBANK_GENODEF1EFO,
Eidsberg Sparebank,EIDSNO21,NO,90,No,Yes,Yes,Yes,Yes,EIDSBERG_SPAREBANK_EIDSNO21,
Ekobanken Medlemsbank,EKMMSE21,SE,720,Yes,No,Yes,Yes,Yes,EKOBANKEN_MEDLEMSBANK_EKMMSE21,
Emil Banca,ICRAITRRTS0,IT,90,Yes,No,Yes,Yes,Yes,EMIL_BANCA_ICRAITRRTS0,
Emsländische Volksbank eG,GENODEF1LIG,DE,400,Yes,No,Yes,Yes,Yes,EMSLANDICHE_VOLKSBANK_GENODEF1LIG,
Entercard,SWEDNOKK,NO DK,730,Yes,No,Yes,Yes,Yes,ENTERCARD_SWEDNOKK,
Entercard,DKEDSESS,SE,730,Yes,No,Yes,Yes,Yes,ENTERCARD_DKEDSESS,
Erste Bank Retail,GIBAHUHB,HU,90,No,Yes,Yes,No,No,ERSTE_BANK_ZRT_RETAIL_GIBAHUHB,This bank requires for the end-user to finish the banks authorisation flow twice for a successful connection.
Erste Bank der oesterreichischen Sparkassen AG,GIBAATWWXXX,AT,730,No,No,Yes,Yes,Yes,ERSTE_BANK_DER_OESTERREICHISCHEN_SPARKASSEN_AG_GIBAATWWXXX,"Corporate accounts need some extra steps to activate as the account holder is a company or other legal entity, while users are always issued for natural persons.That is why it is necessary to sign this consent form, which can be done via the advisor at the bank, who can then arrange the necessary steps.2) There can be only one active consent valid per user (select all accounts at once)"
Erste Group Bank AG,GIBAATWGXXX,AT,730,No,No,Yes,Yes,Yes,ERSTE_GROUP_BANK_AG_GIBAATWGXXX,
Erste&Steiermärkische Bank d.d.,ESBCHR22,HR,730,No,Yes,Yes,Yes,No,ERSTE_STEIERMARKISCHE_ESBCHR22,"The user can only have one active open banking connection per account, if the end user connect the account to another open banking serivce the connection with the previous one will be lost. Only one consent can be valid at the time."
Erzgebirgssparkasse,WELADED1STB,DE,360,No,Yes,Yes,Yes,Yes,ERZGEBIRGSSPARKASSE_WELADED1STB,
Esso,SKHSFI21,NO,390,No,Yes,Yes,No,No,ESSO_SKHSFI21,
EthikBank,GENODEF1ETK,DE,400,Yes,No,Yes,Yes,Yes,ETHIKBANK_GENODEF1ETK,
Etne Sparebank,ETNENO21,NO,90,No,Yes,Yes,Yes,Yes,ETNE_SPAREBANK_ETNENO21,
Etnedal Sparebank,ETSPNO21,NO,90,No,Yes,Yes,Yes,Yes,ETNEDAL_SPAREBANK_ETSPNO21,
Eurobank Ergasias,ERBKGRAA,GR,360,No,Yes,Yes,No,No,EUROBANK_ERGASIAS_ERBKGRAA,"Credit Card account data can't be retrieved. Bank allows only 1 consent per PSU at the same time, when new consent is gained, previous is invalidated."
Eurobank Limited,HEBACY2NXXX,CY,730,No,No,Yes,Yes,Yes,HELLENIC_BANK_HEBACY2NXXX,
Eurobank Private Bank,ERBKLULL,LU,90,No,Yes,Yes,Yes,Yes,EUROBANK_ERBKLULL,
Eurocaja Rural,BCOEESMM081,ES,730,Yes,No,Yes,Yes,Yes,EUROCAJARURAL_BCOEESMM081,
Eurocard,SKHSFI21,SE,390,No,Yes,Yes,No,No,EUROCARD_SE_SKHSFI21,
Eurocard,SKHSFI21,SE,390,No,Yes,Yes,No,No,EUROCARD_SE_DECOUPLED_SKHSFI21,
Eurocard,SKHSFI21,DK,390,No,Yes,Yes,No,No,EUROCARD_DK_SKHSFI21,
Eurocard,SKHSFI21,FI,390,No,Yes,Yes,No,No,EUROCARD_FI_SKHSFI21,
Eurocard,SKHSFI21,NO,390,No,Yes,Yes,No,No,EUROCARD_NO_SKHSFI21,
Eurocard Corporate,SKHSFI21,FI NO SE DK,390,No,No,No,No,Yes,EUROCARD_CORP_SKHSFI21,
Eurocity Bank,DLGHDEB1XXX,DE,400,Yes,No,Yes,Yes,Yes,EUROCITY_BANK_DLGHDEB1XXX,
Europa Bank,EURBBE99XXX,BE,180,Yes,Yes,Yes,Yes,Yes,EUROPA_BANK_EURBBE99XXX,
Europäisch-Iranische Handelsbank,EIHBDE21,DE,90,No,No,Yes,No,No,EIHBANK_EIHBDEHH,
Evangelische Bank,GENODEF1EK1,DE,400,Yes,No,Yes,Yes,Yes,EVANGELISCHE_BANK_GENODEF1EK1,
Evenord-Bank,GENODEF1N03,DE,400,Yes,No,Yes,Yes,Yes,EVENORD_BANK_KG_GENODEF1N03,
Evje og Hornnes Sparebank,EVJENO21,NO,90,No,Yes,Yes,Yes,Yes,EVJE_OG_HORNNES_SPAREBANK_EVJENO21,
Extrabanca,EXRRITM2,IT,730,No,No,Yes,Yes,No,EXTRABANCA_EXRRITM2,
Extrabanca Corporate,EXRRITM2,IT,730,No,No,No,Yes,Yes,EXTRABANCA_CORPORATE_EXRRITM2,
FNZ Bank,EBSGDEMXXXX,DE,730,Yes,Yes,Yes,Yes,Yes,EBASE_EBSGDEMXXXX,
Facit bank,FATIDK22,DK,720,Yes,No,Yes,Yes,Yes,FACIT_BANK_FATIDK22,
Facitbank NO,FATIDK22NO,NO,720,Yes,No,Yes,Yes,Yes,FACITBANK_NO_FATIDK22NO,
Facitbank SE,FATIDK22SE,SE,720,Yes,No,Yes,Yes,Yes,FACITBANK_SE_FATIDK22SE,
Fana Sparebank,FANANOB1,NO,90,No,Yes,Yes,Yes,Yes,FANA_SPAREBANK_FANANOB1,
Fanø Sparekasse,FASLDK21,DK,720,Yes,No,Yes,Yes,Yes,FANO_SPAREKASSE_FASLDK21,
Faster Andelskasse,FAANDK21,DK,730,Yes,Yes,Yes,Yes,Yes,FASTER_ANDELSKASSE_FAANDK21,
Fiare Banca Etica,ETICES21,ES,730,Yes,No,No,No,No,FIARE_ETICES21,
Fibank,FINVBGSF,BG,730,No,Yes,Yes,No,No,FIBANK_FINVBGSF,
Findomestic Banca,FIDMIT31,IT,365,Yes,No,Yes,No,No,FINDOMESTIC_FIDMIT31,
Fineco,FEBIITM2XXX,IT,730,No,No,Yes,Yes,Yes,FINECO_FEBIITM2XXX,Connecting card accounts is not supported
Finnair Mastercard,SKHSFI21,NO,390,No,Yes,Yes,No,No,FINNAIR_MASTERCARD_NO_SKHSFI21,
Finnair Mastercard,SKHSFI21,FI,390,No,Yes,Yes,No,No,FINNAIR_MASTERCARD_FI_SKHSFI21,
Finnair Mastercard,SKHSFI21,SE,390,No,Yes,Yes,No,No,FINNAIR_MASTERCARD_SE_DECOUPLED_SKHSFI21,
Finnair Mastercard,SKHSFI21,SE,390,No,Yes,Yes,No,No,FINNAIR_MASTERCARD_SE_SKHSFI21,
Finom,FNOMDEB2,US GB NO SE FI DK EE LV LT NL CZ ES PL BE DE AT BG HR CY FR GR HU IS IE IT LI LU MT PT RO SK SI,365,No,Yes,Yes,Yes,Yes,FINOM_FNOMDEB2,
Finom (Solaris),SOBKDEB2XXX,DE,90,Yes,No,No,Yes,Yes,FINOM_SOBKDEBB,"To establish a connection with any of those banks via GoCardless Bank Account Data, the end user would need to link their account to My Solaris first. https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529758958492-Solaris-OB-provider "
Finom (Solaris),SOBKITM2,IT,90,Yes,No,Yes,No,No,FINOM_SOBKITM2,"To establish a connection with any of those banks via GoCardless Bank Account Data, the end user would need to link their account to My Solaris first. https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529758958492-Solaris-OB-provider "
Fintro,GEBABEBB,BE,730,No,Yes,Yes,Yes,Yes,FINTRO_BE_GEBABEBB,
Fintro Business,GEBABEBB,BE,730,No,Yes,Yes,Yes,Yes,FINTRO_BE_BUSINESS_GEBABEBB,
Fio banka,FIOBCZPP,CZ,730,No,No,Yes,Yes,Yes,FIO_FIOBCZPP,"Creditor name can not appear in the response. Reasons - For NXCT and EXCT service levels, where creditor name is mandatory when entering the payment, it is then show in account transaction response. 

For DMCT service level, where creditor name is not used, it is not shown.

And for sepa payment (service level ESCT) where it is optional, it is shown only when entered. 2) SK and CZ branches have one authorization portal "
Fio banka,FIOZSKBA,SK,730,No,No,Yes,No,No,FIO_FIOZSKBA,"To request transactions for more than 90 days, additional feature in the end_users bank settings need to be enabled by the end user. 2) SK and CZ branches have one authorization portal "
Fire,CPAYIE2DXXX,IE,730,No,No,Yes,Yes,No,FIRE_CPAYIE2DXXX,
First Direct,MIDLGB22,GB,730,No,Yes,Yes,No,No,FIRST_DIRECT_MIDLGB22,
Flekkefjord Sparebank,FLEKNO21,NO,90,No,Yes,Yes,Yes,Yes,FLEKKEFJORD_SPAREBANK_FLEKNO21,
Fluid card (Newday),NEWDUK00X10,GB,730,No,Yes,Yes,No,No,NEWDAY_FLUID_NEWDUK00X10,
Forbrugsforeningen,BIC0001,DK,720,Yes,No,Yes,Yes,Yes,FORBRUGSFORENINGEN_BIC0001,
Forsvarets Personell Service,FPSVCNOK1,NO,720,Yes,No,Yes,Yes,Yes,FORSVARETS_PERSONELL_SERVICE_FPSVCNOK1,
Fortuneo Banque,FTNOFRP1XXX,FR,90,Yes,Yes,Yes,Yes,Yes,FORTUNEO_FTNOFRP1XXX,
Frankfurter Bankgesellschaft,FBGADEF1XXX,DE,400,Yes,No,Yes,Yes,Yes,FRANKFURTER_BANKGESELLSCHAFT_DEUTSCHLAND_FBGADEF1XXX,
Frankfurter Sparkasse,HELADEF1822,DE,360,No,Yes,Yes,Yes,Yes,FRANKFURTER_SPARKASSE_HELADEF1822,
Frankfurter Volksbank,FFVBDEFFXXX,DE,400,Yes,No,Yes,Yes,Yes,FRANKFURTER_VOLKSBANK_FFVBDEFFXXX,
Freisinger Bank Volksbank-Raiffeisenbank,GENODEF1FSR,DE,400,Yes,No,Yes,Yes,Yes,FREISINGER_BANK_VOLKSBANK_RAIFFEISENBANK_GENODEF1FSR,
Friulovest Banca,CCRTIT2TFOB,IT,365,Yes,No,Yes,Yes,Yes,FRIULOVEST_BANCA_CCRTIT2TFOB,
Frørup Andelskasse,FROPDK21,DK,730,Yes,Yes,Yes,Yes,Yes,FRORUP_ANDELSKASSE_FROPDK21,
Frøslev - Mollerup Sparekasse,FRMODK21,DK,730,Yes,Yes,Yes,Yes,Yes,FROSLEV_MOLLERUP_SPAREKASSE_FRMODK21,
Fynske Bank,VESBDK22,DK,730,Yes,Yes,Yes,Yes,Yes,FYNSKE_BANK_VESBDK22,
Förde Sparkasse,NOLADE21KIE,DE,360,No,Yes,Yes,Yes,Yes,SPK_FORDE_NOLADE21KIE,
Fürst Fugger Privatbank Aktiengesellschaft,FUBKDE71XXX,DE,400,Yes,No,Yes,Yes,Yes,FURST_FUGGER_PRIVATBANK_AKTIENGESELLSCHAFT_FUBKDE71XXX,
Fürstlich Castell'sche Bank Credit-Casse,FUCEDE77XXX,DE,400,Yes,No,Yes,Yes,Yes,FURSTLICH_CASTELLSCHE_BANK_CREDIT_CASSE_FUCEDE77XXX,
GENO BANK ESSEN,GENODEM1GBE,DE,400,Yes,No,Yes,Yes,Yes,GENO_BANK_ESSEN_GENODEM1GBE,
GLS Gemeinschaftsbank,GENODEM1GLS,DE,400,Yes,No,Yes,Yes,Yes,GLS_GEMEINSCHAFTSBANK_GENODEM1GLS,
GRENKE BANK,GREBDEH1XXX,DE,400,Yes,No,Yes,Yes,Yes,GRENKE_BANK_GREBDEH1XXX,
GRÁNIT Bank,GNBAHUHBXXX,HU,730,No,Yes,Yes,Yes,Yes,GRANITBANK_GNBAHUHBXXX,
Gabler-Saliter Bankgeschäft,GABLDE71XXX,DE,400,Yes,No,Yes,Yes,Yes,GABLER_SALITER_BANKGESCHAFT_GABLDE71XXX,
Garanti BBVA,UGBIROBU,RO,90,No,No,Yes,Yes,Yes,GARANTI_UGBIROBU,
Genossenschaftsbank München,GENODEF1M07,DE,400,Yes,No,Yes,Yes,Yes,GENOSSENSCHAFTSBANK_MUNCHEN_GENODEF1M07,
Genossenschaftsbank Unterallgäu,GENODEF1MIR,DE,400,Yes,No,Yes,Yes,Yes,GENOSSENSCHAFTSBANK_UNTERALLGAU_GENODEF1MIR,
Genossenschaftsbank Weil im Schönbuch,GENODES1GWS,DE,400,Yes,No,Yes,Yes,Yes,GENOSSENSCHAFTSBANK_WEIL_IM_SCHONBUCH_GENODES1GWS,
Ghana International Bank,GHIBGB2L,GB,730,No,No,Yes,Yes,No,GHANA_GHIBGB2L,
Gildeskål Sparebank,GILDNO21,NO,90,No,Yes,Yes,Yes,Yes,GILDESKAL_SPAREBANK_GILDNO21,
Gladbacher Bank,GENODED1GBM,DE,400,Yes,No,Yes,Yes,Yes,GLADBACHER_BANK_GENODED1GBM,
Globalcaja,BCOEESMM190,ES,730,Yes,No,Yes,Yes,Yes,CR_GLOBALCAJA_BCOEESMM190,"Bank allows only 1 consent per PSU at the same time, when new consent is gained, previous is invalidated."
GlobeCard,SKHSFI21,NO,390,No,Yes,Yes,No,No,GLOBECARD_NO_SKHSFI21,
GlobeCard,SKHSFI21,DK,390,No,Yes,Yes,No,No,GLOBECARD_DK_SKHSFI21,
GoHenry,IDFEGIG1,GB,730,No,No,Yes,No,No,GOHENRY_IDFEGIG1,
Goldman Sachs,GSILGB2X,GB LU,730,Yes,Yes,Yes,Yes,Yes,GOLDMAN_SACHS_GSILGB2X,
Gorenjska Banka,GORESI20,SI,90,No,Yes,Yes,Yes,Yes,GORENJSKA_BANKA_GORESI20,"Only one account can be connected per one connection, for multiple accounts multiple requisitions should be created"
Grafschafter Volksbank,GENODEF1NEV,DE,400,Yes,No,Yes,Yes,Yes,GRAFSCHAFTER_VOLKSBANK_GENODEF1NEV,
Grong Sparebank,GRONNO21,NO,90,No,Yes,Yes,Yes,Yes,GRONG_SPAREBANK_GRONNO21,
Grue Sparebank,GRUENO21,NO,90,No,Yes,Yes,Yes,Yes,GRUE_SPAREBANK_GRUENO21,
Grupo Cajamar,BCCAESMM,ES,365,Yes,Yes,Yes,Yes,No,CAJAMAR_BCCAESMM,
Guber Banca,GUBEIT21,IT,365,Yes,No,Yes,Yes,Yes,GUBER_BANCA_GUBEIT21,
HSBC Business,HBUKGB4B,GB,730,No,Yes,No,Yes,No,HSBC_BUSINESS_HBUKGB4B,"If the customer has IP whitelisting enabled in their security settings, the authentication will fail with UserSessionRejected error and status RJ. To proceed , either turn the whitelisting off at the bank, or contact us about the issue."
HSBC Kinetic,HBUKGB4B,GB,730,No,Yes,No,Yes,No,HSBC_KINETIC_HBUKGB4B,"If the customer has IP whitelisting enabled in their security settings, the authentication will fail with UserSessionRejected error and status RJ. To proceed , either turn the whitelisting off at the bank, or contact us about the issue."
HSBC Personal,HBUKGB4B,GB,730,No,Yes,Yes,No,No,HSBC_HBUKGB4B,"If the customer has IP whitelisting enabled in their security settings, the authentication will fail with UserSessionRejected error and status RJ. To proceed , either turn the whitelisting off at the bank, or contact us about the issue."
HSBC Trinkaus & Burkhardt,TUBDDEDDXXX,DE,90,No,No,Yes,No,No,HSBC_TUBDDEDD,"If the customer has IP whitelisting enabled in their security settings, the authentication will fail with UserSessionRejected error and status RJ. To proceed , either turn the whitelisting off at the bank, or contact us about the issue."
HSBCnet,HBUKGB4B,GB,730,No,Yes,No,No,Yes,HSBC_NET_HBUKGB4B,"If the customer has IP whitelisting enabled in their security settings, the authentication will fail with UserSessionRejected error and status RJ. To proceed , either turn the whitelisting off at the bank, or contact us about the issue."
HSBCnet,HSBCIE2DXXX,NO SE FI DK EE LV LT NL CZ ES PL BE DE AT BG HR CY FR GR HU IS IE IT LI LU MT PT RO SK SI,730,No,Yes,No,No,Yes,HSBC_NET_HSBCIE2D,"If the customer has IP whitelisting enabled in their security settings, the authentication will fail with UserSessionRejected error and status RJ. To proceed , either turn the whitelisting off at the bank, or contact us about the issue."
Hagnauer Volksbank,GENODE61HAG,DE,400,Yes,No,Yes,Yes,Yes,HAGNAUER_VOLKSBANK_GENODE61HAG,
Halifax Personal,HLFXGB22,GB,730,No,Yes,Yes,No,No,HALIFAX_HLFXGB22,
Haltdalen Sparebank,HALTNO21,NO,90,No,Yes,Yes,Yes,Yes,HALTDALEN_SPAREBANK_HALTNO21,
Hamburger Sparkasse,HASPDEHHXXX,DE,360,No,Yes,Yes,Yes,Yes,HAMBURGER_SPARKASSE_HASPDEHHXXX,
Hamburger Volksbank,GENODEF1HH2,DE,400,Yes,No,Yes,Yes,Yes,HAMBURGER_VOLKSBANK_GENODEF1HH2,
Handelsbanken,HANDNOKK,NO,90,No,Yes,Yes,Yes,Yes,HANDELSBANKEN_HANDNOKK,
Handelsbanken Corporate,HANDGB22,GB,395,Yes,No,No,Yes,Yes,HANDELSBANKEN_CORPORATE_HANDGB22,
Handelsbanken Corporate,HANDNL2A,NL,365,Yes,No,No,Yes,Yes,HANDELSBANKEN_CORPORATE_HANDNL2A,
Handelsbanken Corporate,HANDSESS,SE,465,Yes,Yes,No,Yes,Yes,HANDELSBANKEN_CORPORATE_HANDSESS,"The bank has a limitation for consent creation, where they always create the consent for 180 days, even if you've set up your requisition to access data for 1 day, for example. However, GoCardless will still only access data for 1 day (or as per your requisition), and will not use the consent for any requests beyond the set timeframe."
Handelsbanken Corporate,HANDFIHH,FI,365,Yes,Yes,No,Yes,Yes,HANDELSBANKEN_CORPORATE_HANDFIHH,
Handelsbanken Private,HANDNL2A,NL,365,Yes,Yes,Yes,No,No,HANDELSBANKEN_HANDNL2A,
Handelsbanken Private,HANDSESS,SE,465,Yes,Yes,Yes,No,No,HANDELSBANKEN_HANDSESS,The whole connection process must be done on a single device (both confirming consent and using the BankID)
Handelsbanken Private,HANDFIHH,FI,365,Yes,Yes,Yes,No,No,HANDELSBANKEN_HANDFIHH,
Handelsbanken Private,HANDGB22,GB,395,Yes,Yes,Yes,No,No,HANDELSBANKEN_HANDGB22,
Hannoversche Volksbank,VOHADE2HXXX,DE,400,Yes,No,Yes,Yes,Yes,HANNOVERSCHE_VOLKSBANK_VOHADE2HXXX,
Hargreaves Lansdown Saving Limited,HLSVGB22,GB,730,No,Yes,Yes,No,No,HARGREAVES_LANSDOWN_HLSVGB22,
Harzer Volksbank,GENODEF1QLB,DE,400,Yes,No,Yes,Yes,Yes,HARZER_VOLKSBANK_GENODEF1QLB,
Harzsparkasse,NOLADE21HRZ,DE,360,No,Yes,Yes,Yes,Yes,HARZSPARKASSE_NOLADE21HRZ,
Hausbank,GENODEF1M04,DE,400,Yes,No,Yes,Yes,Yes,HAUSBANK_GENODEF1M04,
Hegra Sparebank,HESPNOB1,NO,90,No,Yes,Yes,Yes,Yes,HEGRA_SPAREBANK_HESPNOB1,
Heidelberger Volksbank,GENODE61HD1,DE,400,Yes,No,Yes,Yes,Yes,HEIDELBERGER_VOLKSBANK_GENODE61HD1,
Heidenheimer Volksbank,GENODES1HDH,DE,400,Yes,No,Yes,Yes,Yes,HEIDENHEIMER_VOLKSBANK_GENODES1HDH,
Hello Bank!,BNLIITRRXXX,IT,365,Yes,No,Yes,No,No,HELLO_BANK_BNLIITRRXXX,
Hello bank!,GEBABEBB,BE,730,No,Yes,Yes,No,Yes,HELLO_BE_GEBABEBB,
Hello bank!,BNPAFRPPXXX,FR,90,No,Yes,Yes,No,No,HELLO_BANK_BNPAFRPPXXX,
Hoerner Bank,HOEBDE61XXX,DE,400,Yes,No,Yes,Yes,Yes,HOERNER_BANK_HOEBDE61XXX,
Holvi,HOLVFIHH,FI,730,No,No,Yes,No,No,HOLVI_HOLVFIHH,
House of Fraser card (Newday),NEWDUK00X11,GB,730,No,Yes,Yes,No,No,NEWDAY_HOUSEOFFRASER_NEWDUK00X11,
Hrvatska poštanska banka,HPBZHR2X,HR,730,No,Yes,Yes,Yes,Yes,HPB_HPBZHR2X,
Hvidbjerg Bank,HVBADK21,DK,730,Yes,Yes,Yes,Yes,Yes,HVIDBJERG_BANK_HVBADK21,
Hype,HYEEIT22,IT,730,Yes,Yes,Yes,Yes,Yes,HYPE_HYEEIT22,"Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases "
Hype Business,HYEEIT22,IT,730,Yes,Yes,Yes,Yes,Yes,HYPE_BUSINESS_HYEEIT22,"Requires two requisitios for gathering historical data and having continuous access to the account
Knowledge article reference: https://bankaccountdata.zendesk.com/hc/en-gb/articles/11529718632476-Extended-history-and-continuous-access-edge-cases "
Hypo Oberösterreich,OBLAAT2L,AT,90,No,Yes,Yes,Yes,Yes,HYPO_OBLAAT2L,
Hypo Tirol Bank,HYPTIT2B,IT,365,Yes,No,Yes,Yes,Yes,HYPO_TIROL_BANK_HYPTIT2B,
HypoVereinsbank,HYVEDEMM,DE,730,No,No,Yes,Yes,Yes,UNICREDIT_HYVEDEMM,1 consent per PSU.
HypoVereinsbank UC eBanking Global,HYVEDEMMXXX,DE,730,No,No,No,Yes,Yes,UNICREDIT_EBANKING_HYVEDEMM,
Høland og Setskog Sparebank,HOLLNO21,NO,90,No,Yes,Yes,Yes,Yes,HOLAND_OG_SETSKOG_SPAREBANK_HOLLNO21,
Hümmlinger Volksbank,GENODEF1WLT,DE,400,Yes,No,Yes,Yes,Yes,HUMMLINGER_VOLKSBANK_GENODEF1WLT,
Hüttenberger Bank,GENODE51HUT,DE,400,Yes,No,Yes,Yes,Yes,HUTTENBERGER_BANK_GENODE51HUT,
IBL Banca,IBLBITRR,IT,730,Yes,Yes,Yes,Yes,Yes,IBL_BANCA_IBLBITRR,
IBM Deutschland Kreditbank,IBKBDES1XXX,DE,400,Yes,No,Yes,Yes,Yes,IBM_DEUTSCHLAND_KREDITBANK_IBKBDES1XXX,
ICA Banken,IBCASES1XXX,SE,540,Yes,Yes,Yes,No,No,ICA_IBCASES1XXX,
IGEA Digital Bank,PDSCIT31XXX,IT,730,Yes,No,Yes,Yes,Yes,IGEA_DIGITAL_BANK_PDSCIT31XXX,
ING,INGBITMM,IT,730,Yes,Yes,Yes,Yes,Yes,ING_INGBITMM,Credit card transactions can't be retrieved.
ING,INGBROBU,RO,730,Yes,Yes,Yes,Yes,Yes,ING_INGBROBU,Credit card transactions can't be retrieved.
ING,INGDESMM,ES,730,Yes,Yes,Yes,Yes,Yes,ING_INGDESMM,Savings Accounts are not supported to be connected. 
ING,BBRUBEBB,BE,730,Yes,Yes,Yes,Yes,Yes,ING_BBRUBEBB,
